Year,Company,Industry,Country,Company_Type,Employee_Size,Revenue_USD,Uses_AI,Use_Case,AI_ROI_Percent,AI_Maturity_Score
2020,SyntheticCorp_0024,Manufacturing,UK,Synthetic,SME,31382507.12,No,None,0.0,5
2021,SyntheticCorp_0024,Retail,Germany,Synthetic,SME,26352941.34,Yes,Recommendation Systems,30.42,62
2022,SyntheticCorp_0024,E-commerce,UK,Synthetic,Enterprise,21408153095.03,Yes,Recommendation Systems,35.32,74
2023,SyntheticCorp_0024,Technology,Japan,Synthetic,SME,16999553.94,Yes,Robotics,35.27,50
2024,SyntheticCorp_0024,Technology,China,Synthetic,Enterprise,31660113130.89,Yes,Robotics,13.23,56
2025,SyntheticCorp_0024,E-commerce,UAE,Synthetic,SME,4724026.25,Yes,Fraud Detection,23.49,55
2020,SyntheticCorp_0025,Logistics,Germany,Synthetic,SME,26246877.7,No,None,0.0,7
2021,SyntheticCorp_0025,Logistics,Japan,Synthetic,SME,16012692.6,Yes,Robotics,39.74,85
2022,SyntheticCorp_0025,E-commerce,UK,Synthetic,Enterprise,17046009085.35,Yes,Medical Imaging AI,21.58,50
2023,SyntheticCorp_0025,Telecom,UK,Synthetic,Enterprise,13178883891.44,Yes,Predictive Maintenance,36.07,64
2024,SyntheticCorp_0025,Energy,Germany,Synthetic,SME,5900258.8,Yes,Recommendation Systems,15.18,81
2025,SyntheticCorp_0025,Energy,Japan,Synthetic,Enterprise,7829761272.34,Yes,Supply Chain Optimization,15.31,56
2020,SyntheticCorp_0026,Energy,Brazil,Synthetic,SME,29626315.84,No,None,0.0,23
2021,SyntheticCorp_0026,Telecom,Japan,Synthetic,Enterprise,10618550770.87,Yes,Chatbots,19.31,84
2022,SyntheticCorp_0026,Finance,USA,Synthetic,SME,7839314.58,Yes,Autonomous Driving,27.46,73
2023,SyntheticCorp_0026,Telecom,India,Synthetic,SME,30751207.75,Yes,AI Trading,27.73,63
2024,SyntheticCorp_0026,Logistics,India,Synthetic,Enterprise,21591781326.32,No,None,0.0,28
2025,SyntheticCorp_0026,Healthcare,Japan,Synthetic,SME,2823866.11,No,None,0.0,26
2020,SyntheticCorp_0027,Telecom,Germany,Synthetic,Enterprise,46689184061.02,Yes,Supply Chain Optimization,19.25,47
2021,SyntheticCorp_0027,Manufacturing,UAE,Synthetic,SME,14520553.54,Yes,Fraud Detection,35.66,55
2022,SyntheticCorp_0027,Finance,Germany,Synthetic,Enterprise,43096195293.77,Yes,Robotics,34.19,78
2023,SyntheticCorp_0027,Technology,China,Synthetic,Enterprise,25087666492.7,Yes,Medical Imaging AI,39.47,73
2024,SyntheticCorp_0027,Finance,USA,Synthetic,SME,43647711.44,Yes,Fraud Detection,30.29,60
2025,SyntheticCorp_0027,Telecom,Germany,Synthetic,SME,37895789.51,Yes,Robotics,34.26,80
2020,SyntheticCorp_0028,Retail,India,Synthetic,SME,35261927.06,Yes,Medical Imaging AI,12.15,76
2021,SyntheticCorp_0028,Logistics,Germany,Synthetic,SME,41226023.87,Yes,Demand Forecasting,16.46,79
2022,SyntheticCorp_0028,E-commerce,Japan,Synthetic,SME,48587999.09,Yes,Fraud Detection,10.5,74
2023,SyntheticCorp_0028,Manufacturing,China,Synthetic,Enterprise,47108753417.0,Yes,Autonomous Driving,17.85,60
2024,SyntheticCorp_0028,Energy,China,Synthetic,Enterprise,46581229185.16,Yes,Generative AI,34.07,78
2025,SyntheticCorp_0028,Energy,Brazil,Synthetic,SME,5903756.95,Yes,Autonomous Driving,35.77,64
2020,SyntheticCorp_0029,Finance,Japan,Synthetic,SME,26623581.06,No,None,0.0,7
2021,SyntheticCorp_0029,Finance,UK,Synthetic,SME,47863092.91,Yes,Robotics,12.38,48
2022,SyntheticCorp_0029,Telecom,Japan,Synthetic,SME,32568094.49,Yes,AI Trading,28.11,53
2023,SyntheticCorp_0029,Logistics,Canada,Synthetic,Enterprise,39354838815.49,Yes,Recommendation Systems,13.38,75
2024,SyntheticCorp_0029,Telecom,Canada,Synthetic,Enterprise,14813385718.21,Yes,Chatbots,24.16,51
2025,SyntheticCorp_0029,Energy,UK,Synthetic,SME,17368368.94,No,None,0.0,39
2020,SyntheticCorp_0030,Telecom,China,Synthetic,SME,32007658.29,No,None,0.0,11
2021,SyntheticCorp_0030,Energy,Canada,Synthetic,Enterprise,32783183351.28,Yes,Autonomous Driving,27.01,40
2022,SyntheticCorp_0030,Logistics,Japan,Synthetic,SME,42981397.3,Yes,Autonomous Driving,13.1,73
2023,SyntheticCorp_0030,E-commerce,UAE,Synthetic,Enterprise,42341528414.11,Yes,Customer Segmentation,12.75,45
2024,SyntheticCorp_0030,Technology,UAE,Synthetic,SME,46322199.04,Yes,Demand Forecasting,18.47,76
2025,SyntheticCorp_0030,Healthcare,Japan,Synthetic,SME,24405792.11,Yes,Supply Chain Optimization,32.09,80
2020,SyntheticCorp_0031,Manufacturing,Canada,Synthetic,SME,31082672.81,No,None,0.0,6
2021,SyntheticCorp_0031,Technology,UK,Synthetic,Enterprise,42841444530.19,Yes,AI Trading,37.93,51
2022,SyntheticCorp_0031,Logistics,UK,Synthetic,SME,40141649.04,Yes,Customer Segmentation,31.21,64
2023,SyntheticCorp_0031,Manufacturing,UAE,Synthetic,SME,37287601.78,Yes,Supply Chain Optimization,12.85,65
2024,SyntheticCorp_0031,Finance,UK,Synthetic,SME,23570237.09,Yes,Generative AI,25.02,65
2025,SyntheticCorp_0031,Retail,Germany,Synthetic,Enterprise,32406021247.25,Yes,Medical Imaging AI,17.96,77
2020,SyntheticCorp_0032,Telecom,India,Synthetic,SME,36782208.09,Yes,Customer Segmentation,38.8,58
2021,SyntheticCorp_0032,Retail,USA,Synthetic,Enterprise,43030966346.56,Yes,AI Trading,25.24,77
2022,SyntheticCorp_0032,Energy,Japan,Synthetic,Enterprise,25656065431.33,Yes,Fraud Detection,15.95,47
2023,SyntheticCorp_0032,Retail,Canada,Synthetic,SME,49701015.51,Yes,Robotics,38.48,62
2024,SyntheticCorp_0032,E-commerce,Japan,Synthetic,SME,30971077.0,Yes,Fraud Detection,15.13,73
2025,SyntheticCorp_0032,Energy,UK,Synthetic,SME,22746273.91,Yes,Predictive Maintenance,34.6,73
2020,SyntheticCorp_0033,Retail,USA,Synthetic,Enterprise,18737021987.52,Yes,Recommendation Systems,13.12,44
2021,SyntheticCorp_0033,Telecom,India,Synthetic,Enterprise,41407115965.05,No,None,0.0,38
2022,SyntheticCorp_0033,Manufacturing,UK,Synthetic,SME,15648058.44,Yes,Autonomous Driving,13.79,84
2023,SyntheticCorp_0033,Finance,UK,Synthetic,SME,5338868.29,Yes,Supply Chain Optimization,38.56,48
2024,SyntheticCorp_0033,E-commerce,Canada,Synthetic,Enterprise,49718776707.14,Yes,Supply Chain Optimization,21.13,74
2025,SyntheticCorp_0033,E-commerce,Canada,Synthetic,SME,37994566.79,Yes,Chatbots,21.55,59
2020,SyntheticCorp_0034,Telecom,Brazil,Synthetic,Enterprise,30836386024.33,Yes,Fraud Detection,21.48,60
2021,SyntheticCorp_0034,Retail,China,Synthetic,SME,16179121.59,No,None,0.0,30
2022,SyntheticCorp_0034,Telecom,UK,Synthetic,Enterprise,27172987991.91,No,None,0.0,17
2023,SyntheticCorp_0034,Telecom,USA,Synthetic,SME,20211180.24,Yes,Fraud Detection,34.9,70
2024,SyntheticCorp_0034,Energy,India,Synthetic,Enterprise,34099343893.32,Yes,Recommendation Systems,29.43,69
2025,SyntheticCorp_0034,Telecom,Japan,Synthetic,Enterprise,42111621383.36,Yes,Autonomous Driving,22.28,75
2020,SyntheticCorp_0035,Technology,Canada,Synthetic,Enterprise,32139271063.11,Yes,Chatbots,25.49,53
2021,SyntheticCorp_0035,Telecom,Canada,Synthetic,SME,15726660.31,Yes,Supply Chain Optimization,23.81,42
2022,SyntheticCorp_0035,Telecom,Canada,Synthetic,Enterprise,6920853561.08,Yes,Recommendation Systems,33.88,57
2023,SyntheticCorp_0035,Technology,Canada,Synthetic,SME,3936250.72,Yes,Generative AI,37.01,66
2024,SyntheticCorp_0035,Technology,Canada,Synthetic,SME,28356835.4,Yes,Medical Imaging AI,27.36,57
2025,SyntheticCorp_0035,Telecom,Canada,Synthetic,SME,44524090.04,Yes,Chatbots,12.5,67
2020,SyntheticCorp_0036,Telecom,USA,Synthetic,SME,15792153.66,Yes,Fraud Detection,31.42,64
2021,SyntheticCorp_0036,Telecom,India,Synthetic,SME,20493121.85,Yes,Medical Imaging AI,13.64,52
2022,SyntheticCorp_0036,Finance,Germany,Synthetic,SME,21958182.41,Yes,Recommendation Systems,18.05,64
2023,SyntheticCorp_0036,Healthcare,UAE,Synthetic,SME,13834554.87,Yes,Robotics,29.13,77
2024,SyntheticCorp_0036,Energy,UK,Synthetic,SME,26789027.79,No,None,0.0,24
2025,SyntheticCorp_0036,Technology,India,Synthetic,Enterprise,48348802720.42,Yes,Supply Chain Optimization,15.14,58
2020,SyntheticCorp_0037,Finance,Brazil,Synthetic,Enterprise,18627092815.62,Yes,Customer Segmentation,17.94,56
2021,SyntheticCorp_0037,Telecom,Germany,Synthetic,SME,2736609.25,No,None,0.0,5
2022,SyntheticCorp_0037,Energy,USA,Synthetic,SME,7163573.22,Yes,Recommendation Systems,14.03,84
2023,SyntheticCorp_0037,Retail,UK,Synthetic,SME,44462035.81,Yes,AI Trading,39.81,43
2024,SyntheticCorp_0037,Manufacturing,Japan,Synthetic,SME,14984060.6,Yes,Autonomous Driving,26.59,75
2025,SyntheticCorp_0037,Logistics,India,Synthetic,Enterprise,15113298967.28,Yes,AI Trading,34.8,74
2020,SyntheticCorp_0038,Manufacturing,Brazil,Synthetic,SME,18848380.12,Yes,Generative AI,12.81,72
2021,SyntheticCorp_0038,E-commerce,USA,Synthetic,SME,12898108.8,Yes,Medical Imaging AI,24.15,71
2022,SyntheticCorp_0038,Telecom,Japan,Synthetic,SME,8730611.74,No,None,0.0,39
2023,SyntheticCorp_0038,Telecom,UAE,Synthetic,SME,11948202.68,Yes,Medical Imaging AI,39.29,82
2024,SyntheticCorp_0038,Healthcare,UK,Synthetic,Enterprise,7551235871.46,Yes,Customer Segmentation,38.29,63
2025,SyntheticCorp_0038,E-commerce,UAE,Synthetic,SME,12237170.93,Yes,Customer Segmentation,23.9,51
2020,SyntheticCorp_0039,Retail,USA,Synthetic,Enterprise,32137929282.55,No,None,0.0,15
2021,SyntheticCorp_0039,Logistics,UAE,Synthetic,SME,35250803.23,Yes,Fraud Detection,26.86,47
2022,SyntheticCorp_0039,E-commerce,Canada,Synthetic,SME,16263594.38,Yes,Fraud Detection,19.87,77
2023,SyntheticCorp_0039,Finance,UK,Synthetic,SME,17340653.54,No,None,0.0,2
2024,SyntheticCorp_0039,E-commerce,China,Synthetic,SME,27501466.23,Yes,Medical Imaging AI,33.05,46
2025,SyntheticCorp_0039,Healthcare,Germany,Synthetic,SME,28653059.16,Yes,Autonomous Driving,36.22,55
2020,SyntheticCorp_0040,Technology,India,Synthetic,SME,26281001.26,Yes,Chatbots,30.35,84
2021,SyntheticCorp_0040,Energy,UK,Synthetic,SME,30268240.94,Yes,Customer Segmentation,37.74,40
2022,SyntheticCorp_0040,Energy,UK,Synthetic,Enterprise,4081410829.51,No,None,0.0,8
2023,SyntheticCorp_0040,Energy,China,Synthetic,Enterprise,17827220985.71,Yes,Chatbots,25.62,83
2024,SyntheticCorp_0040,E-commerce,China,Synthetic,SME,24691554.07,Yes,Customer Segmentation,29.02,68
2025,SyntheticCorp_0040,Finance,UK,Synthetic,SME,47454318.81,No,None,0.0,37
2020,SyntheticCorp_0041,Energy,UK,Synthetic,SME,13856196.51,Yes,Medical Imaging AI,19.45,44
2021,SyntheticCorp_0041,Technology,Canada,Synthetic,Enterprise,30161652068.35,Yes,Demand Forecasting,16.35,82
2022,SyntheticCorp_0041,Technology,Germany,Synthetic,Enterprise,35305124669.14,No,None,0.0,0
2023,SyntheticCorp_0041,Technology,USA,Synthetic,SME,32719633.28,Yes,Robotics,38.71,49
2024,SyntheticCorp_0041,Manufacturing,India,Synthetic,SME,7011703.62,Yes,Predictive Maintenance,17.62,55
2025,SyntheticCorp_0041,Logistics,China,Synthetic,Enterprise,43024738642.31,Yes,Autonomous Driving,15.39,46
2020,SyntheticCorp_0042,Manufacturing,China,Synthetic,Enterprise,36345620216.26,Yes,Robotics,35.5,68
2021,SyntheticCorp_0042,Finance,Brazil,Synthetic,SME,36019304.73,Yes,AI Trading,28.83,51
2022,SyntheticCorp_0042,Logistics,UAE,Synthetic,Enterprise,4198851595.26,Yes,Recommendation Systems,12.05,44
2023,SyntheticCorp_0042,Logistics,Brazil,Synthetic,SME,49347154.86,Yes,Generative AI,23.11,40
2024,SyntheticCorp_0042,Energy,USA,Synthetic,SME,22268567.13,Yes,Fraud Detection,39.66,68
2025,SyntheticCorp_0042,Technology,UAE,Synthetic,Enterprise,6607638756.21,No,None,0.0,40
2020,SyntheticCorp_0043,Retail,India,Synthetic,SME,10221120.17,Yes,Recommendation Systems,16.33,62
2021,SyntheticCorp_0043,Logistics,India,Synthetic,Enterprise,16899252242.82,Yes,Generative AI,36.47,80
2022,SyntheticCorp_0043,Finance,Canada,Synthetic,Enterprise,207370627.35,Yes,Fraud Detection,17.54,57
2023,SyntheticCorp_0043,E-commerce,China,Synthetic,SME,11135223.2,Yes,Recommendation Systems,30.69,77
2024,SyntheticCorp_0043,Logistics,Japan,Synthetic,Enterprise,35439481644.57,No,None,0.0,17
2025,SyntheticCorp_0043,Energy,Japan,Synthetic,Enterprise,1598384470.16,Yes,Medical Imaging AI,12.63,73
2020,SyntheticCorp_0044,Telecom,Canada,Synthetic,SME,49113091.47,Yes,Autonomous Driving,25.78,61
2021,SyntheticCorp_0044,Energy,Germany,Synthetic,Enterprise,17944150614.13,Yes,Predictive Maintenance,21.18,54
2022,SyntheticCorp_0044,E-commerce,China,Synthetic,Enterprise,34437387072.02,Yes,Robotics,34.9,74
2023,SyntheticCorp_0044,Energy,USA,Synthetic,Enterprise,30684065507.65,No,None,0.0,5
2024,SyntheticCorp_0044,Logistics,Japan,Synthetic,Enterprise,16708901718.61,Yes,AI Trading,11.46,63
2025,SyntheticCorp_0044,Manufacturing,Japan,Synthetic,SME,46388730.38,Yes,Autonomous Driving,27.25,68
2020,SyntheticCorp_0045,Manufacturing,China,Synthetic,SME,33355818.66,Yes,Demand Forecasting,28.62,45
2021,SyntheticCorp_0045,E-commerce,Brazil,Synthetic,SME,15046815.84,Yes,Generative AI,36.49,74
2022,SyntheticCorp_0045,Manufacturing,USA,Synthetic,SME,15965555.88,Yes,Demand Forecasting,19.94,43
2023,SyntheticCorp_0045,Logistics,Brazil,Synthetic,SME,44695906.03,Yes,Medical Imaging AI,12.54,49
2024,SyntheticCorp_0045,Manufacturing,Brazil,Synthetic,SME,27553243.42,Yes,Generative AI,26.51,44
2025,SyntheticCorp_0045,Finance,Brazil,Synthetic,SME,22607605.87,Yes,Supply Chain Optimization,15.85,51
2020,SyntheticCorp_0046,Healthcare,Japan,Synthetic,SME,19866842.47,Yes,Medical Imaging AI,22.37,61
2021,SyntheticCorp_0046,Manufacturing,USA,Synthetic,SME,40768301.33,Yes,Fraud Detection,26.09,57
2022,SyntheticCorp_0046,Healthcare,Canada,Synthetic,SME,2903207.09,Yes,Supply Chain Optimization,13.6,83
2023,SyntheticCorp_0046,Finance,China,Synthetic,Enterprise,34898745741.33,Yes,Medical Imaging AI,30.88,51
2024,SyntheticCorp_0046,Finance,UK,Synthetic,Enterprise,49125577251.67,No,None,0.0,18
2025,SyntheticCorp_0046,Retail,China,Synthetic,Enterprise,44325323032.74,No,None,0.0,11
2020,SyntheticCorp_0047,E-commerce,China,Synthetic,Enterprise,46274962230.65,Yes,Demand Forecasting,14.31,77
2021,SyntheticCorp_0047,Technology,India,Synthetic,SME,15685217.95,Yes,Fraud Detection,23.16,76
2022,SyntheticCorp_0047,Technology,Brazil,Synthetic,Enterprise,8090978317.09,Yes,Customer Segmentation,14.7,80
2023,SyntheticCorp_0047,Logistics,China,Synthetic,SME,15040748.75,Yes,Demand Forecasting,38.81,74
2024,SyntheticCorp_0047,Finance,UAE,Synthetic,SME,1116414.37,Yes,Autonomous Driving,27.88,74
2025,SyntheticCorp_0047,Healthcare,Japan,Synthetic,Enterprise,32466834479.3,Yes,Robotics,20.49,41
2020,SyntheticCorp_0048,Healthcare,China,Synthetic,Enterprise,47268322731.67,Yes,Generative AI,18.99,40
2021,SyntheticCorp_0048,E-commerce,India,Synthetic,Enterprise,32154251483.11,Yes,Autonomous Driving,22.07,48
2022,SyntheticCorp_0048,Telecom,Brazil,Synthetic,SME,46910522.32,Yes,Supply Chain Optimization,34.98,61
2023,SyntheticCorp_0048,Healthcare,Japan,Synthetic,Enterprise,36142649337.84,No,None,0.0,27
2024,SyntheticCorp_0048,Retail,Japan,Synthetic,SME,30034030.88,Yes,Demand Forecasting,33.05,70
2025,SyntheticCorp_0048,Technology,Germany,Synthetic,SME,36853126.26,Yes,Predictive Maintenance,11.01,41
2020,SyntheticCorp_0049,Logistics,India,Synthetic,Enterprise,4666223510.1,Yes,Generative AI,18.11,51
2021,SyntheticCorp_0049,Telecom,Germany,Synthetic,Enterprise,31614404281.99,Yes,Demand Forecasting,28.06,77
2022,SyntheticCorp_0049,Technology,Germany,Synthetic,SME,33913860.98,Yes,Robotics,20.43,53
2023,SyntheticCorp_0049,Telecom,Germany,Synthetic,SME,48042190.15,Yes,Customer Segmentation,17.91,50
2024,SyntheticCorp_0049,Technology,UAE,Synthetic,SME,30123972.37,Yes,Generative AI,37.94,46
2025,SyntheticCorp_0049,Energy,Japan,Synthetic,Enterprise,6943832199.25,Yes,Robotics,30.33,41
2020,SyntheticCorp_0050,Logistics,UK,Synthetic,SME,41270024.6,Yes,Customer Segmentation,17.78,55
2021,SyntheticCorp_0050,Energy,Germany,Synthetic,SME,26550496.84,Yes,AI Trading,14.31,63
2022,SyntheticCorp_0050,Healthcare,UK,Synthetic,SME,30750189.74,Yes,Chatbots,23.96,82
2023,SyntheticCorp_0050,Healthcare,UK,Synthetic,SME,8848579.95,Yes,Demand Forecasting,22.55,83
2024,SyntheticCorp_0050,Logistics,India,Synthetic,SME,38548763.25,Yes,Chatbots,13.09,51
2025,SyntheticCorp_0050,Telecom,India,Synthetic,SME,23096933.43,Yes,Chatbots,12.85,60
2020,SyntheticCorp_0051,Logistics,Canada,Synthetic,Enterprise,48371978419.11,Yes,Customer Segmentation,17.32,80
2021,SyntheticCorp_0051,E-commerce,UK,Synthetic,Enterprise,15075281453.34,No,None,0.0,37
2022,SyntheticCorp_0051,Telecom,UAE,Synthetic,SME,7009878.74,Yes,Customer Segmentation,31.77,50
2023,SyntheticCorp_0051,Manufacturing,Canada,Synthetic,Enterprise,11569054360.52,Yes,Medical Imaging AI,29.88,73
2024,SyntheticCorp_0051,Finance,Germany,Synthetic,SME,30609689.17,No,None,0.0,34
2025,SyntheticCorp_0051,Energy,China,Synthetic,SME,16210162.27,Yes,AI Trading,23.53,48
2020,SyntheticCorp_0052,Logistics,Brazil,Synthetic,SME,5587549.63,Yes,Autonomous Driving,14.24,83
2021,SyntheticCorp_0052,Energy,USA,Synthetic,SME,46287234.09,Yes,Recommendation Systems,10.46,40
2022,SyntheticCorp_0052,Energy,China,Synthetic,SME,29935951.83,Yes,Customer Segmentation,34.95,69
2023,SyntheticCorp_0052,Logistics,UAE,Synthetic,Enterprise,38070050239.36,Yes,Supply Chain Optimization,36.84,70
2024,SyntheticCorp_0052,E-commerce,Canada,Synthetic,Enterprise,32652506180.41,No,None,0.0,28
2025,SyntheticCorp_0052,Healthcare,USA,Synthetic,Enterprise,21179296529.81,Yes,Chatbots,28.11,70
2020,SyntheticCorp_0053,Telecom,USA,Synthetic,SME,4908867.2,Yes,Chatbots,23.78,84
2021,SyntheticCorp_0053,Healthcare,USA,Synthetic,SME,40076692.66,No,None,0.0,32
2022,SyntheticCorp_0053,Technology,Germany,Synthetic,Enterprise,16267509891.21,Yes,Medical Imaging AI,10.03,47
2023,SyntheticCorp_0053,Retail,Japan,Synthetic,SME,8952026.15,Yes,AI Trading,10.45,79
2024,SyntheticCorp_0053,Telecom,Germany,Synthetic,SME,36116639.38,No,None,0.0,15
2025,SyntheticCorp_0053,E-commerce,Germany,Synthetic,Enterprise,13017612582.66,Yes,Supply Chain Optimization,19.1,58
2020,SyntheticCorp_0054,Healthcare,China,Synthetic,SME,48799063.24,Yes,Generative AI,10.24,80
2021,SyntheticCorp_0054,E-commerce,Canada,Synthetic,Enterprise,38747003028.49,Yes,Generative AI,11.37,71
2022,SyntheticCorp_0054,Telecom,China,Synthetic,Enterprise,38340427854.36,No,None,0.0,11
2023,SyntheticCorp_0054,Technology,India,Synthetic,Enterprise,2803105194.36,No,None,0.0,10
2024,SyntheticCorp_0054,Logistics,India,Synthetic,SME,24574058.01,Yes,Generative AI,27.29,56
2025,SyntheticCorp_0054,Logistics,USA,Synthetic,Enterprise,33305865471.76,Yes,Predictive Maintenance,14.83,61
2020,SyntheticCorp_0055,E-commerce,USA,Synthetic,Enterprise,6240397824.32,Yes,Demand Forecasting,12.22,76
2021,SyntheticCorp_0055,E-commerce,USA,Synthetic,Enterprise,12518589781.13,Yes,Supply Chain Optimization,23.46,49
2022,SyntheticCorp_0055,Telecom,China,Synthetic,SME,1027862.52,Yes,Robotics,35.51,65
2023,SyntheticCorp_0055,Energy,USA,Synthetic,SME,23181247.83,Yes,Customer Segmentation,17.39,55
2024,SyntheticCorp_0055,Manufacturing,India,Synthetic,SME,6275296.86,Yes,Supply Chain Optimization,31.85,69
2025,SyntheticCorp_0055,Logistics,Brazil,Synthetic,SME,33577503.46,Yes,Demand Forecasting,36.42,72
2020,SyntheticCorp_0056,Energy,Germany,Synthetic,SME,27868695.6,Yes,Fraud Detection,28.6,68
2021,SyntheticCorp_0056,Telecom,UK,Synthetic,Enterprise,2931024866.7,Yes,Predictive Maintenance,23.27,77
2022,SyntheticCorp_0056,Manufacturing,China,Synthetic,Enterprise,9893303636.76,Yes,Generative AI,35.25,53
2023,SyntheticCorp_0056,E-commerce,Brazil,Synthetic,Enterprise,34844969269.52,Yes,Chatbots,10.61,63
2024,SyntheticCorp_0056,Finance,USA,Synthetic,SME,24718788.38,Yes,Customer Segmentation,37.23,45
2025,SyntheticCorp_0056,Healthcare,USA,Synthetic,SME,30918505.72,No,None,0.0,9
2020,SyntheticCorp_0057,Manufacturing,UAE,Synthetic,SME,30882806.0,Yes,Supply Chain Optimization,22.74,45
2021,SyntheticCorp_0057,E-commerce,Brazil,Synthetic,SME,39061149.95,Yes,AI Trading,13.27,73
2022,SyntheticCorp_0057,Logistics,India,Synthetic,Enterprise,33719787720.89,Yes,Predictive Maintenance,14.39,61
2023,SyntheticCorp_0057,Technology,USA,Synthetic,SME,12824321.69,Yes,Fraud Detection,11.07,40
2024,SyntheticCorp_0057,Healthcare,Canada,Synthetic,SME,22806685.01,Yes,Generative AI,30.11,75
2025,SyntheticCorp_0057,Retail,Japan,Synthetic,SME,4246625.95,Yes,Predictive Maintenance,10.88,77
2020,SyntheticCorp_0058,Retail,Canada,Synthetic,Enterprise,22285306625.8,Yes,Generative AI,19.34,47
2021,SyntheticCorp_0058,E-commerce,UAE,Synthetic,Enterprise,1132367873.46,Yes,AI Trading,12.79,56
2022,SyntheticCorp_0058,Finance,India,Synthetic,SME,20289305.95,Yes,Medical Imaging AI,20.71,79
2023,SyntheticCorp_0058,Finance,USA,Synthetic,Enterprise,34251640706.03,No,None,0.0,16
2024,SyntheticCorp_0058,Technology,Canada,Synthetic,SME,18624328.23,Yes,Chatbots,22.45,48
